,postcode,easting,northing,Unnamed: 0,price,date,type,seconds,years,QS501EW_0,QS501EW_1,QS501EW_2,QS501EW_3,QS501EW_4,QS501EW_5,QS501EW_6,QS501EW_7,lat,lon,oa
609,SE9 5RR,541940,173551,2832399,41500,1997-03-14 00:00,F,858297600.0,1997.0,246.0,59.0,52.0,35.0,9.0,25.0,50.0,16.0,51.443172,0.040977,E00008258
610,DA9 9TA,558329,174320,21074656,270000,2015-02-16 00:00,D,1424044800.0,2015.0,209.0,16.0,40.0,40.0,5.0,27.0,79.0,2.0,51.445758,0.276981,E00167434
611,UB8 2DS,505780,183274,13882714,230000,2007-11-09 00:00,T,1194566400.0,2007.0,299.0,50.0,44.0,46.0,6.0,53.0,79.0,21.0,51.538457,-0.4762,E00012042
612,RM3 9EU,554278,192771,4278880,71000,1999-03-19 00:00,T,921801600.0,1999.0,265.0,105.0,48.0,48.0,5.0,24.0,28.0,7.0,51.612309,0.226822,E00011370
613,CR0 4HN,531827,164065,4063331,127000,1999-10-29 00:00,S,941151600.0,1999.0,300.0,89.0,42.0,44.0,7.0,44.0,58.0,16.0,51.360366,-0.107972,E00005840
614,SL8 5AE,489594,187175,3077426,83000,1998-03-27 00:00,F,890956800.0,1998.0,231.0,46.0,12.0,37.0,5.0,22.0,94.0,15.0,51.57633,-0.708504,E00090061
615,AL7 4JB,524875,210715,7029386,297000,2001-03-02 00:00,D,983491200.0,2001.0,347.0,69.0,44.0,33.0,14.0,39.0,138.0,10.0,51.781175,-0.191203,E00173212
616,SG2 8PD,525921,222464,15210459,200000,2008-04-09 00:00,T,1207695600.0,2008.0,240.0,42.0,47.0,33.0,13.0,35.0,55.0,15.0,51.886521,-0.171777,E00120683
617,SL6 9JE,488277,185007,13876828,260000,2007-10-29 00:00,T,1193616000.0,2007.0,248.0,37.0,23.0,22.0,8.0,21.0,126.0,11.0,51.55704,-0.728005,E00083463
618,RH5 5EE,521463,142640,5448976,259000,2000-08-31 00:00,S,967676400.0,2000.0,279.0,61.0,40.0,38.0,11.0,39.0,82.0,8.0,51.17044,-0.265455,E00155709
619,CM7 3PD,577873,222283,11794113,144000,2005-07-29 00:00,S,1122591600.0,2005.0,183.0,80.0,34.0,27.0,5.0,15.0,18.0,4.0,51.870757,0.582284,E00108550
620,ME8 0TW,579806,163438,11575547,250000,2005-05-05 00:00,D,1115247600.0,2005.0,269.0,40.0,50.0,38.0,24.0,26.0,78.0,13.0,51.341596,0.580222,E00081148
621,EN3 4BZ,535309,196012,4432978,44000,1999-01-29 00:00,F,917568000.0,1999.0,183.0,37.0,29.0,21.0,2.0,22.0,48.0,24.0,51.646623,-0.045776,E00007475
622,SL3 8WN,502121,178840,4327155,181950,1999-08-27 00:00,T,935708400.0,1999.0,246.0,27.0,36.0,32.0,2.0,38.0,93.0,18.0,51.499276,-0.530252,E00083267
623,IG8 7NW,541515,192268,1190474,39900,1996-11-22 00:00,T,848620800.0,1996.0,212.0,32.0,28.0,25.0,2.0,22.0,92.0,11.0,51.611464,0.042378,E00018422
624,SL4 2RG,498668,174220,450391,146500,1995-10-06 00:00,D,812934000.0,1995.0,304.0,48.0,40.0,46.0,13.0,36.0,106.0,15.0,51.458369,-0.581225,E00083744
625,CR0 6AQ,534086,166067,11259271,135000,2004-12-16 00:00,F,1103155200.0,2004.0,239.0,22.0,27.0,18.0,4.0,30.0,124.0,14.0,51.377829,-0.074791,E00004897
626,AL1 1TN,515993,206065,13447437,245000,2006-09-11 00:00,T,1157929200.0,2006.0,323.0,40.0,28.0,28.0,11.0,29.0,177.0,10.0,51.741294,-0.321446,E00120267
627,W14 8XD,524334,178832,19850676,1525000,2014-11-03 00:00,F,1414972800.0,2014.0,305.0,16.0,15.0,26.0,2.0,38.0,177.0,31.0,51.494768,-0.210357,E00009316
628,GU9 8RE,483805,145642,21499025,465000,2016-12-05 00:00,D,1480896000.0,2016.0,248.0,36.0,19.0,31.0,4.0,20.0,130.0,8.0,51.203852,-0.801813,E00157495
629,GU9 8RE,483805,145642,18983,132500,1995-07-20 00:00,D,806194800.0,1995.0,248.0,36.0,19.0,31.0,4.0,20.0,130.0,8.0,51.203852,-0.801813,E00157495
630,EN9 3DU,539749,200470,6680914,135000,2001-09-07 00:00,T,999817200.0,2001.0,236.0,74.0,53.0,44.0,5.0,24.0,24.0,12.0,51.685605,0.020165,E00110789
631,CM6 1BY,562935,222184,2681083,42000,1997-05-12 00:00,T,863391600.0,1997.0,240.0,40.0,36.0,53.0,16.0,28.0,61.0,6.0,51.874436,0.365479,E00112138
632,CM6 1BY,562935,222184,17114990,293000,2011-09-30 00:00,D,1317337200.0,2011.0,240.0,40.0,36.0,53.0,16.0,28.0,61.0,6.0,51.874436,0.365479,E00112138
633,HA1 4SG,514641,189103,7403179,157950,2001-07-23 00:00,S,995842800.0,2001.0,277.0,24.0,20.0,35.0,6.0,34.0,136.0,22.0,51.589208,-0.346618,E00010847
634,HA1 2FN,515760,188624,6497004,174950,2001-12-21 00:00,F,1008892800.0,2001.0,467.0,46.0,41.0,40.0,3.0,36.0,241.0,60.0,51.584593,-0.33059,E00010680
635,TW7 7EW,515884,175086,6451985,145000,2001-12-07 00:00,F,1007683200.0,2001.0,227.0,33.0,29.0,30.0,3.0,25.0,80.0,27.0,51.462893,-0.33325,E00013243
636,N11 3PR,528577,192154,1954509,167950,1997-05-28 00:00,T,864774000.0,1997.0,313.0,40.0,19.0,21.0,0.0,37.0,170.0,26.0,51.61354,-0.144419,E00000769
637,GU7 1SD,496714,143171,8846625,485000,2003-04-11 00:00,D,1050015600.0,2003.0,247.0,19.0,18.0,27.0,6.0,31.0,141.0,5.0,51.179576,-0.61777,E00157660
638,N22 7SX,530528,190364,11459528,160000,2005-06-24 00:00,T,1119567600.0,2005.0,266.0,27.0,20.0,24.0,1.0,23.0,150.0,21.0,51.597006,-0.116909,E00010567
639,GU8 5QP,494550,140588,6822597,315000,2001-09-13 00:00,D,1000335600.0,2001.0,266.0,21.0,24.0,49.0,8.0,32.0,120.0,12.0,51.156735,-0.649383,E00157743
640,N19 5AJ,529534,185442,15937234,270000,2009-10-23 00:00,F,1256252400.0,2009.0,210.0,40.0,37.0,20.0,6.0,19.0,66.0,22.0,51.553003,-0.133065,E00013878
641,GU2 9GA,498746,151446,5871216,74000,2000-03-10 00:00,F,952646400.0,2000.0,255.0,30.0,42.0,35.0,12.0,37.0,83.0,16.0,51.253642,-0.58646,E00155511
642,N22 5AG,531183,191469,2957237,74250,1998-03-23 00:00,F,890611200.0,1998.0,433.0,85.0,42.0,74.0,6.0,18.0,95.0,113.0,51.606784,-0.107045,E00010539
643,N22 5AG,531183,191469,11559472,322000,2005-01-27 00:00,T,1106784000.0,2005.0,433.0,85.0,42.0,74.0,6.0,18.0,95.0,113.0,51.606784,-0.107045,E00010539
644,N22 5AG,531183,191469,12758466,190000,2006-03-13 00:00,F,1142208000.0,2006.0,433.0,85.0,42.0,74.0,6.0,18.0,95.0,113.0,51.606784,-0.107045,E00010539
645,CR8 4JE,530497,160608,13617449,430000,2006-01-20 00:00,D,1137715200.0,2006.0,297.0,30.0,29.0,53.0,5.0,30.0,132.0,18.0,51.329605,-0.128329,E00005121
646,W13 9JD,516543,179944,11660147,195000,2005-10-19 00:00,F,1129676400.0,2005.0,250.0,24.0,11.0,15.0,3.0,24.0,146.0,27.0,51.50642,-0.322166,E00006908
647,SL4 4YY,493856,175716,17808649,295000,2012-11-09 00:00,T,1352419200.0,2012.0,239.0,28.0,32.0,41.0,12.0,27.0,90.0,9.0,51.47266,-0.650053,E00083789
648,HP5 2UR,493478,206030,18288065,1700000,2013-11-08 00:00,D,1383868800.0,2013.0,256.0,32.0,25.0,48.0,4.0,32.0,112.0,3.0,51.746091,-0.647452,E00089643
649,WD6 4LH,518276,197954,8606471,230000,2002-12-13 00:00,T,1039737600.0,2002.0,278.0,75.0,51.0,39.0,9.0,32.0,46.0,26.0,51.667922,-0.291145,E00119510
650,UB4 9NG,511701,182470,6174006,120500,2000-12-21 00:00,T,977356800.0,2000.0,238.0,59.0,39.0,34.0,3.0,22.0,45.0,36.0,51.530091,-0.391118,E00012654
651,ME7 3BA,578425,166282,4394656,105000,1999-12-17 00:00,T,945388800.0,1999.0,249.0,35.0,41.0,35.0,14.0,37.0,80.0,7.0,51.367569,0.561797,E00081769
652,TW7 6QS,515745,176202,12066010,161000,2005-04-29 00:00,F,1114729200.0,2005.0,266.0,30.0,30.0,25.0,7.0,25.0,121.0,28.0,51.472952,-0.334885,E00013313
653,DA4 9AN,556510,169513,15138666,182000,2008-02-29 00:00,T,1204243200.0,2008.0,263.0,31.0,67.0,51.0,11.0,25.0,69.0,9.0,51.403075,0.248648,E00124036
654,IG2 6XY,543528,189140,894021,100000,1996-11-08 00:00,T,847411200.0,1996.0,326.0,53.0,34.0,50.0,5.0,37.0,138.0,9.0,51.582848,0.070152,E00018375
655,NW8 8EE,527156,182208,9909166,285000,2003-01-06 00:00,F,1041811200.0,2003.0,279.0,57.0,32.0,32.0,2.0,30.0,91.0,35.0,51.52448,-0.168512,E00023567
656,SS8 9QS,578332,183944,15128901,60000,2008-11-18 00:00,S,1226966400.0,2008.0,271.0,81.0,57.0,59.0,7.0,33.0,17.0,17.0,51.526248,0.569356,E00109253
657,SE6 1NB,539957,172903,2207548,51579,1997-10-14 00:00,F,876783600.0,1997.0,151.0,23.0,18.0,29.0,0.0,19.0,52.0,10.0,51.437842,0.012206,E00016945
658,SE6 1NB,539957,172903,2836245,47250,1997-06-02 00:00,F,865206000.0,1997.0,151.0,23.0,18.0,29.0,0.0,19.0,52.0,10.0,51.437842,0.012206,E00016945
659,SE6 1NB,539957,172903,19151683,173500,2014-10-24 00:00,F,1414105200.0,2014.0,151.0,23.0,18.0,29.0,0.0,19.0,52.0,10.0,51.437842,0.012206,E00016945
660,WD3 7PG,504768,195131,269701,120000,1995-10-27 00:00,D,814752000.0,1995.0,284.0,24.0,37.0,41.0,4.0,28.0,147.0,3.0,51.645209,-0.487208,E00121129
661,CR0 7AS,534967,167266,6358617,122000,2001-05-04 00:00,S,988930800.0,2001.0,263.0,71.0,49.0,41.0,7.0,36.0,47.0,12.0,51.388395,-0.061685,E00004917
662,AL5 1DA,514245,212398,16783260,1110000,2010-08-26 00:00,D,1282777200.0,2010.0,269.0,13.0,26.0,39.0,4.0,29.0,151.0,7.0,51.798569,-0.344671,E00120342
663,CR7 8JQ,532549,168845,7372067,135000,2001-03-02 00:00,T,983491200.0,2001.0,266.0,38.0,41.0,43.0,5.0,24.0,95.0,20.0,51.403154,-0.095826,E00005731
664,HA2 7BA,513928,188339,2114199,36500,1997-07-31 00:00,F,870303600.0,1997.0,267.0,41.0,20.0,38.0,4.0,34.0,89.0,41.0,51.582396,-0.357128,E00011174
665,NW1 9JP,529215,184450,12620062,379950,2006-12-04 00:00,F,1165190400.0,2006.0,248.0,44.0,23.0,24.0,4.0,39.0,89.0,25.0,51.544161,-0.138027,E00004253
666,RH2 7JP,525615,149844,1137064,72000,1996-08-23 00:00,T,840754800.0,1996.0,247.0,24.0,18.0,48.0,5.0,31.0,110.0,11.0,51.233954,-0.20216,E00156032
667,EN6 2HS,525043,201241,18416982,117000,2013-09-04 00:00,F,1378249200.0,2013.0,343.0,97.0,24.0,45.0,5.0,42.0,101.0,29.0,51.695998,-0.192171,E00119748
668,SW2 1BP,531277,175057,16661006,205000,2010-01-15 00:00,F,1263513600.0,2010.0,272.0,18.0,13.0,15.0,4.0,26.0,177.0,19.0,51.459275,-0.111801,E00015349
669,NW6 6PD,524318,183795,4392748,205000,1999-12-03 00:00,F,944179200.0,1999.0,383.0,46.0,28.0,28.0,3.0,36.0,215.0,27.0,51.539392,-0.208823,E00002826
670,IG6 1JL,543887,189301,16676177,285000,2010-03-08 00:00,T,1268006400.0,2010.0,284.0,58.0,30.0,45.0,6.0,25.0,103.0,17.0,51.584203,0.075395,E00018399
671,CR2 7BU,533779,163705,19953109,620000,2014-07-15 00:00,D,1405378800.0,2014.0,326.0,36.0,26.0,29.0,9.0,45.0,169.0,12.0,51.356675,-0.080087,E00005154
672,ME1 2RZ,574920,166401,20757409,183000,2015-07-31 00:00,T,1438297200.0,2015.0,286.0,53.0,51.0,66.0,18.0,28.0,55.0,15.0,51.369728,0.511557,E00081511
673,KT5 9HT,520160,167146,7259096,249000,2001-06-13 00:00,D,992386800.0,2001.0,260.0,42.0,22.0,30.0,5.0,35.0,114.0,12.0,51.390642,-0.274417,E00014695
674,RM6 5QP,548277,190006,11512163,165000,2005-03-07 00:00,T,1110153600.0,2005.0,206.0,60.0,36.0,36.0,6.0,18.0,34.0,16.0,51.589401,0.139023,E00000157
675,SW3 2JU,527369,178874,20501576,1240000,2015-06-30 00:00,F,1435618800.0,2015.0,208.0,5.0,8.0,8.0,0.0,22.0,136.0,29.0,51.494487,-0.166574,E00014361
676,HP3 9TY,506934,205411,11969241,170000,2005-08-05 00:00,T,1123196400.0,2005.0,261.0,71.0,59.0,47.0,9.0,23.0,33.0,19.0,51.737216,-0.452797,E00118678
677,SW7 1AQ,527174,179393,16000524,1400000,2009-11-03 00:00,F,1257206400.0,2009.0,209.0,10.0,10.0,7.0,0.0,13.0,138.0,31.0,51.499223,-0.16928,E00023684
678,NW1 9NA,529103,184445,6148740,292000,2000-12-04 00:00,T,975888000.0,2000.0,371.0,48.0,32.0,22.0,3.0,49.0,183.0,34.0,51.544142,-0.139658,E00004248
679,HA4 0DF,510557,186102,6119869,137500,2000-09-08 00:00,T,968367600.0,2000.0,250.0,52.0,44.0,41.0,8.0,32.0,64.0,9.0,51.562996,-0.406447,E00012309
680,LU1 1LH,508071,221388,2150992,37000,1997-01-17 00:00,T,853459200.0,1997.0,330.0,84.0,30.0,28.0,8.0,36.0,74.0,70.0,51.88063,-0.431446,E00079510
681,LU1 1LH,508071,221388,6167808,47500,2000-06-12 00:00,T,960764400.0,2000.0,330.0,84.0,30.0,28.0,8.0,36.0,74.0,70.0,51.88063,-0.431446,E00079510
682,SM6 9LQ,530114,162890,16161691,140000,2009-01-09 00:00,F,1231459200.0,2009.0,212.0,56.0,37.0,36.0,6.0,19.0,47.0,11.0,51.350201,-0.133005,E00020584
683,SM6 9LQ,530114,162890,695538,46500,1995-05-25 00:00,F,801356400.0,1995.0,212.0,56.0,37.0,36.0,6.0,19.0,47.0,11.0,51.350201,-0.133005,E00020584
684,TW3 2DQ,513860,175026,10831086,137000,2004-05-07 00:00,F,1083884400.0,2004.0,346.0,46.0,34.0,26.0,4.0,36.0,146.0,54.0,51.462764,-0.362392,E00013117
685,LU4 0TY,503727,224034,8753363,124000,2002-12-13 00:00,S,1039737600.0,2002.0,205.0,48.0,27.0,41.0,8.0,19.0,48.0,14.0,51.905199,-0.49368,E00079668
686,AL1 5DY,515884,207082,505986,88250,1995-02-06 00:00,S,792028800.0,1995.0,273.0,16.0,13.0,20.0,8.0,18.0,190.0,8.0,51.750456,-0.322686,E00120490
687,TW5 9LL,511162,177257,8242271,168000,2002-11-12 00:00,S,1037059200.0,2002.0,296.0,76.0,44.0,31.0,3.0,32.0,67.0,43.0,51.483352,-0.400511,E00013090
688,SW6 4NX,524474,176088,16326884,1225000,2010-10-15 00:00,T,1287097200.0,2010.0,221.0,8.0,6.0,18.0,1.0,18.0,145.0,25.0,51.470048,-0.209208,E00009762
689,KT3 3QS,520927,168361,18186260,241500,2012-05-25 00:00,F,1337900400.0,2012.0,259.0,43.0,25.0,25.0,4.0,26.0,112.0,24.0,51.401399,-0.262985,E00014746
690,SL2 2JP,494540,182149,9959760,71400,2003-06-09 00:00,T,1055113200.0,2003.0,275.0,75.0,41.0,51.0,7.0,34.0,47.0,20.0,51.530346,-0.638501,E00083086
691,RM9 6BQ,548999,183756,16172336,142500,2009-03-16 00:00,T,1237161600.0,2009.0,222.0,53.0,37.0,18.0,4.0,14.0,49.0,47.0,51.533082,0.146735,E00000278
692,NW6 1LR,525533,185302,17326887,650000,2011-06-24 00:00,F,1308870000.0,2011.0,244.0,10.0,2.0,12.0,2.0,17.0,172.0,29.0,51.552639,-0.190792,E00004313
693,E15 1JN,538751,185059,6119514,79995,2000-06-09 00:00,F,960505200.0,2000.0,336.0,65.0,40.0,45.0,2.0,53.0,97.0,34.0,51.547391,-0.000387,E00018226
694,N11 1ES,527953,193973,14448499,335000,2007-06-21 00:00,S,1182380400.0,2007.0,369.0,52.0,53.0,55.0,10.0,39.0,131.0,29.0,51.630028,-0.152719,E00000583
695,BR5 3JQ,547509,168960,1736718,70000,1996-09-27 00:00,S,843778800.0,1996.0,235.0,90.0,39.0,30.0,3.0,24.0,44.0,5.0,51.400486,0.118825,E00003541
696,BR5 3JQ,547509,168960,15975287,212000,2009-12-22 00:00,S,1261440000.0,2009.0,235.0,90.0,39.0,30.0,3.0,24.0,44.0,5.0,51.400486,0.118825,E00003541
697,CM7 1LJ,575796,222688,8921816,148000,2003-11-06 00:00,T,1068076800.0,2003.0,221.0,46.0,45.0,51.0,4.0,20.0,40.0,15.0,51.87507,0.552354,E00108526
698,HP2 7NY,507377,210355,18238783,124950,2012-08-28 00:00,F,1346108400.0,2012.0,254.0,31.0,41.0,44.0,6.0,36.0,87.0,9.0,51.781595,-0.444959,E00119053
699,NW8 0AG,525957,183679,14389803,465000,2007-03-23 00:00,F,1174608000.0,2007.0,301.0,34.0,29.0,31.0,2.0,27.0,140.0,38.0,51.537921,-0.185132,E00004606
700,N16 9AE,532698,186054,3508146,104950,1998-12-22 00:00,F,914284800.0,1998.0,414.0,13.0,11.0,24.0,4.0,37.0,307.0,18.0,51.557807,-0.087382,E00008661
701,ME1 3JL,573018,166616,17396383,112000,2011-05-06 00:00,S,1304636400.0,2011.0,227.0,65.0,33.0,43.0,11.0,27.0,36.0,12.0,51.372213,0.484449,E00081530
702,BR1 2DB,542088,168550,19768645,460000,2014-04-09 00:00,S,1396998000.0,2014.0,338.0,91.0,34.0,45.0,7.0,37.0,101.0,23.0,51.398196,0.041101,E00003149
703,CR0 1XJ,532009,165844,10774725,169999,2004-04-30 00:00,T,1083279600.0,2004.0,336.0,80.0,46.0,53.0,8.0,49.0,66.0,34.0,51.376311,-0.104699,E00005011
704,SE2 0LG,547059,178481,12874930,165000,2006-08-18 00:00,S,1155855600.0,2006.0,305.0,70.0,44.0,43.0,7.0,34.0,77.0,30.0,51.486165,0.11663,E00007813
705,KT2 5JA,518086,170013,17313524,500000,2011-09-28 00:00,S,1317164400.0,2011.0,274.0,8.0,21.0,29.0,5.0,25.0,175.0,11.0,51.416907,-0.303226,E00015160
706,CM6 3GD,566334,220533,20873044,323750,2015-05-15 00:00,T,1431644400.0,2015.0,215.0,16.0,32.0,42.0,6.0,28.0,80.0,11.0,51.858428,0.414193,E00169983
707,AL7 2BT,525575,212785,16263897,72500,2009-08-28 00:00,T,1251414000.0,2009.0,225.0,22.0,33.0,51.0,7.0,28.0,76.0,8.0,51.799611,-0.180313,E00173256
708,E18 2HD,539841,190021,5121610,270000,2000-10-19 00:00,S,971910000.0,2000.0,223.0,12.0,25.0,33.0,3.0,27.0,108.0,15.0,51.591691,0.017324,E00018979
709,HA0 2JY,517688,185477,8966810,164950,2003-09-05 00:00,F,1062716400.0,2003.0,324.0,65.0,39.0,39.0,2.0,24.0,108.0,47.0,51.555974,-0.30387,E00002959
710,HA0 2JY,517688,185477,18179928,185000,2012-06-27 00:00,F,1340751600.0,2012.0,324.0,65.0,39.0,39.0,2.0,24.0,108.0,47.0,51.555974,-0.30387,E00002959
711,CR7 8DR,532053,169621,18446004,310000,2013-10-25 00:00,T,1382655600.0,2013.0,339.0,59.0,40.0,49.0,5.0,47.0,104.0,35.0,51.410244,-0.102663,E00005791
712,HA7 1HB,518353,190163,13838297,249000,2007-01-31 00:00,T,1170201600.0,2007.0,288.0,56.0,40.0,45.0,5.0,27.0,84.0,31.0,51.597887,-0.292678,E00011000
713,UB6 9LT,514412,182526,11047387,249950,2004-10-15 00:00,T,1097794800.0,2004.0,327.0,63.0,40.0,41.0,5.0,30.0,95.0,53.0,51.530176,-0.352477,E00006300
714,UB6 9LT,514412,182526,19302192,373950,2014-11-12 00:00,S,1415750400.0,2014.0,327.0,63.0,40.0,41.0,5.0,30.0,95.0,53.0,51.530176,-0.352477,E00006300
715,IG7 4EN,545270,192126,18099527,280000,2012-03-30 00:00,D,1333062000.0,2012.0,274.0,50.0,45.0,55.0,5.0,27.0,71.0,21.0,51.609232,0.096511,E00018711
716,IG7 4EN,545270,192126,12213858,227000,2005-07-08 00:00,S,1120777200.0,2005.0,274.0,50.0,45.0,55.0,5.0,27.0,71.0,21.0,51.609232,0.096511,E00018711
717,WD6 3ES,517805,195365,4736394,54500,1999-05-21 00:00,F,927241200.0,1999.0,203.0,39.0,21.0,31.0,3.0,10.0,74.0,25.0,51.644588,-0.298614,E00119688
718,ME5 0NB,575822,164411,19515653,310000,2014-09-19 00:00,D,1411081200.0,2014.0,229.0,82.0,34.0,44.0,10.0,24.0,24.0,11.0,51.351554,0.523575,E00081225
719,DA5 2DN,550473,173192,13595967,750000,2006-06-02 00:00,D,1149202800.0,2006.0,287.0,47.0,28.0,66.0,11.0,27.0,96.0,12.0,51.437912,0.162773,E00002196
720,E17 4PW,537401,189928,18075619,211000,2012-03-16 00:00,T,1331856000.0,2012.0,314.0,60.0,35.0,22.0,3.0,37.0,97.0,60.0,51.591735,-0.018017,E00022424
721,N20 9LL,526254,194133,11547603,329300,2005-08-26 00:00,S,1125010800.0,2005.0,226.0,48.0,27.0,32.0,5.0,10.0,86.0,18.0,51.63185,-0.177224,E00001371
722,AL1 5DX,515909,207094,1747395,77000,1996-09-02 00:00,T,841618800.0,1996.0,325.0,21.0,31.0,19.0,3.0,29.0,204.0,18.0,51.750559,-0.32232,E00120236
723,AL1 5DX,515909,207094,5891346,132000,2000-09-15 00:00,T,968972400.0,2000.0,325.0,21.0,31.0,19.0,3.0,29.0,204.0,18.0,51.750559,-0.32232,E00120236
724,IG1 4QR,543526,186981,4306792,149000,1999-09-14 00:00,S,937263600.0,1999.0,197.0,27.0,16.0,29.0,2.0,15.0,78.0,30.0,51.563397,0.069138,E00019013
725,RH9 8HE,536473,148419,21755061,367000,2016-08-26 00:00,S,1472166000.0,2016.0,233.0,29.0,37.0,39.0,8.0,38.0,70.0,12.0,51.218666,-0.047257,E00157178
726,LU4 8LA,507252,222735,10354720,109018,2004-07-27 00:00,T,1090882800.0,2004.0,418.0,107.0,66.0,56.0,9.0,41.0,76.0,63.0,51.892857,-0.442836,E00079807
727,EN6 1LH,525371,202258,18221576,840000,2012-08-21 00:00,D,1345503600.0,2012.0,264.0,26.0,28.0,50.0,5.0,25.0,115.0,15.0,51.705055,-0.187048,E00119761
728,SG5 1AU,518255,229054,21787808,281000,2016-11-11 00:00,F,1478822400.0,2016.0,405.0,20.0,49.0,58.0,8.0,50.0,199.0,21.0,51.947569,-0.281226,E00119932
729,HP5 2HH,495767,202220,17863235,215000,2012-07-20 00:00,S,1342738800.0,2012.0,297.0,67.0,46.0,31.0,8.0,23.0,95.0,27.0,51.710532,-0.615325,E00089558
730,HP5 2HH,495767,202220,14089,132000,1995-10-31 00:00,D,815097600.0,1995.0,297.0,67.0,46.0,31.0,8.0,23.0,95.0,27.0,51.710532,-0.615325,E00089558
731,UB8 3QA,507096,181522,769942,49000,1995-04-03 00:00,F,796863600.0,1995.0,231.0,69.0,31.0,32.0,6.0,23.0,46.0,24.0,51.522582,-0.4573,E00012712
732,BR6 0RH,546666,166114,8877962,170000,2003-06-27 00:00,S,1056668400.0,2003.0,270.0,80.0,55.0,38.0,7.0,21.0,51.0,18.0,51.375143,0.105857,E00003859
733,SE3 8BZ,541300,176839,15784469,215000,2009-05-13 00:00,S,1242169200.0,2009.0,324.0,71.0,34.0,47.0,12.0,24.0,116.0,20.0,51.472877,0.033086,E00008223
734,N12 0NU,526450,191836,7698069,166000,2002-07-12 00:00,F,1026428400.0,2002.0,276.0,64.0,14.0,30.0,0.0,13.0,123.0,32.0,51.611055,-0.175154,E00001549
735,TW1 1QJ,516716,174735,13183340,1860000,2006-08-22 00:00,D,1156201200.0,2006.0,289.0,9.0,17.0,26.0,4.0,36.0,187.0,10.0,51.459531,-0.321324,E00019476
736,EN6 2AD,524761,201613,8055963,160000,2002-04-29 00:00,S,1020034800.0,2002.0,289.0,39.0,44.0,64.0,9.0,53.0,68.0,12.0,51.699404,-0.196116,E00119743
737,UB6 8HB,515171,182909,21810583,465000,2016-01-08 00:00,S,1452211200.0,2016.0,312.0,54.0,37.0,33.0,14.0,28.0,100.0,46.0,51.533349,-0.340958,E00006683
738,E14 3BF,538720,178748,4973211,250000,1999-08-20 00:00,F,935103600.0,1999.0,239.0,15.0,6.0,13.0,3.0,26.0,154.0,22.0,51.490749,-0.003226,E00167081
739,LU3 2JG,507204,224244,16509262,110000,2010-07-21 00:00,T,1279666800.0,2010.0,205.0,39.0,41.0,31.0,15.0,30.0,39.0,10.0,51.906419,-0.443036,E00079706
740,BR5 3LS,547853,168722,15275674,197000,2008-05-30 00:00,S,1212102000.0,2008.0,222.0,82.0,32.0,32.0,6.0,23.0,33.0,14.0,51.39827,0.123984,E00003501
741,SM4 6EJ,526927,167692,14322718,214000,2007-07-06 00:00,F,1183676400.0,2007.0,249.0,54.0,31.0,24.0,3.0,31.0,77.0,29.0,51.394077,-0.177016,E00017410
742,HA9 0AE,519522,186234,12436420,165750,2006-09-08 00:00,F,1157670000.0,2006.0,307.0,37.0,29.0,20.0,7.0,25.0,137.0,52.0,51.562325,-0.276703,E00002968
743,SL1 5BZ,494909,180734,9801406,193000,2003-05-27 00:00,S,1053990000.0,2003.0,286.0,37.0,52.0,48.0,12.0,30.0,75.0,32.0,51.517564,-0.633564,E00083162
744,ME7 1UN,578046,169112,572813,38750,1995-06-30 00:00,T,804466800.0,1995.0,237.0,83.0,42.0,43.0,9.0,18.0,33.0,9.0,51.393109,0.557776,E00081073
745,ME5 8DD,576718,162953,3231991,39500,1998-10-29 00:00,F,909619200.0,1998.0,263.0,38.0,60.0,60.0,18.0,42.0,31.0,14.0,51.338292,0.53551,E00081723
746,E14 9UZ,537584,178901,2864861,80000,1998-05-26 00:00,F,896137200.0,1998.0,185.0,12.0,8.0,14.0,0.0,13.0,117.0,21.0,51.492312,-0.019581,E00021520
747,N11 1JY,528679,192693,21128216,467500,2016-03-24 00:00,T,1458777600.0,2016.0,274.0,34.0,24.0,30.0,7.0,30.0,113.0,36.0,51.618315,-0.142679,E00000608
748,LU3 1HR,508508,223190,2576338,112500,1997-03-20 00:00,D,858816000.0,1997.0,301.0,60.0,37.0,49.0,8.0,19.0,95.0,33.0,51.896677,-0.424464,E00079373
749,HA7 4UA,517498,192239,19325199,425000,2014-04-15 00:00,S,1397516400.0,2014.0,306.0,62.0,36.0,42.0,5.0,25.0,99.0,37.0,51.616714,-0.304322,E00010599
750,SL9 7NX,499463,186834,14170889,1175000,2007-08-31 00:00,D,1188514800.0,2007.0,301.0,22.0,36.0,35.0,6.0,30.0,152.0,20.0,51.571612,-0.566231,E00089925
751,RH1 1JR,528158,151164,17478657,475000,2011-11-11 00:00,D,1320969600.0,2011.0,225.0,15.0,24.0,40.0,9.0,27.0,98.0,12.0,51.245306,-0.16521,E00156132
752,W10 6ET,523944,181539,8724104,202000,2002-10-25 00:00,F,1035500400.0,2002.0,294.0,33.0,14.0,19.0,2.0,34.0,158.0,34.0,51.519165,-0.215109,E00014617
753,NW4 1LS,523584,190068,21110786,440000,2016-10-10 00:00,F,1476054000.0,2016.0,278.0,40.0,22.0,32.0,4.0,24.0,120.0,36.0,51.595927,-0.217111,E00001003
