,postcode,easting,northing,Unnamed: 0,price,date,type,seconds,years,QS501EW_0,QS501EW_1,QS501EW_2,QS501EW_3,QS501EW_4,QS501EW_5,QS501EW_6,QS501EW_7,lat,lon,oa
0,IG9 6AQ,541930,194428,8572832,312500,2002-08-30 00:00,S,1030662000.0,2002.0,270.0,47.0,34.0,35.0,10.0,43.0,89.0,12.0,51.630768,0.049242,E00110441
1,HA7 2PU,517149,191267,10090182,302500,2004-06-30 00:00,S,1088550000.0,2004.0,293.0,38.0,31.0,39.0,7.0,35.0,129.0,14.0,51.608051,-0.309685,E00010575
2,HA3 0UT,518045,188696,9670557,225000,2003-11-28 00:00,S,1069977600.0,2003.0,358.0,54.0,46.0,40.0,4.0,39.0,128.0,47.0,51.584776,-0.297615,E00002629
3,EN7 6BG,534288,204039,14249034,360500,2007-12-12 00:00,D,1197417600.0,2007.0,337.0,52.0,63.0,86.0,21.0,44.0,60.0,11.0,51.719007,-0.057409,E00118422
4,TW4 7QA,511369,176354,371194,70000,1995-09-01 00:00,T,809910000.0,1995.0,264.0,46.0,15.0,14.0,5.0,31.0,101.0,52.0,51.475196,-0.397816,E00012861
5,TW4 7QA,511369,176354,17568882,210000,2011-01-21 00:00,T,1295568000.0,2011.0,264.0,46.0,15.0,14.0,5.0,31.0,101.0,52.0,51.475196,-0.397816,E00012861
6,CM3 8HX,573918,197468,1332976,215000,1996-06-05 00:00,D,833929200.0,1996.0,320.0,70.0,46.0,53.0,9.0,37.0,90.0,15.0,51.649078,0.512501,E00109741
7,DA6 8JL,548048,174812,1490872,58000,1996-07-05 00:00,T,836521200.0,1996.0,263.0,51.0,39.0,55.0,7.0,36.0,66.0,9.0,51.45294,0.129327,E00001779
8,SE6 1BS,538847,173295,14525705,265000,2007-12-13 00:00,T,1197504000.0,2007.0,248.0,41.0,42.0,39.0,3.0,26.0,72.0,25.0,51.441637,-0.003599,E00016287
9,SE6 1BS,538847,173295,10469651,182000,2004-05-05 00:00,T,1083711600.0,2004.0,248.0,41.0,42.0,39.0,3.0,26.0,72.0,25.0,51.441637,-0.003599,E00016287
10,CR3 5LU,532804,156579,8413425,170000,2002-12-06 00:00,T,1039132800.0,2002.0,174.0,41.0,27.0,28.0,8.0,23.0,41.0,6.0,51.292864,-0.096735,E00157264
11,SM2 7JL,523794,163009,11169210,250000,2004-04-06 00:00,T,1081206000.0,2004.0,266.0,39.0,28.0,46.0,4.0,21.0,115.0,13.0,51.352724,-0.223523,E00155041
12,CM3 4QN,578944,205050,6488295,225000,2001-06-29 00:00,D,993769200.0,2001.0,256.0,66.0,27.0,52.0,7.0,23.0,74.0,7.0,51.715694,0.588958,E00109574
13,W14 0SR,524205,178670,4812030,210000,1999-04-12 00:00,F,923871600.0,1999.0,277.0,41.0,29.0,23.0,2.0,23.0,128.0,31.0,51.49334,-0.212271,E00009318
14,SL4 4LD,493686,176346,16740451,235000,2010-11-19 00:00,T,1290124800.0,2010.0,247.0,76.0,47.0,25.0,9.0,19.0,57.0,14.0,51.478325,-0.652348,E00083591
15,HA4 6UN,511483,185019,19228800,350000,2014-05-22 00:00,S,1400713200.0,2014.0,271.0,59.0,47.0,38.0,13.0,27.0,63.0,24.0,51.55308,-0.393437,E00012438
16,HA4 6UN,511483,185019,1367143,78950,1996-07-05 00:00,S,836521200.0,1996.0,271.0,59.0,47.0,38.0,13.0,27.0,63.0,24.0,51.55308,-0.393437,E00012438
17,BR3 4DY,535787,168629,15983402,300100,2009-10-19 00:00,T,1255906800.0,2009.0,183.0,43.0,19.0,23.0,5.0,28.0,55.0,10.0,51.400448,-0.049386,E00003414
18,CM2 7QG,572329,205488,21352643,395000,2016-07-28 00:00,S,1469660400.0,2016.0,234.0,34.0,36.0,47.0,13.0,28.0,72.0,4.0,51.721626,0.493528,E00109532
19,SL9 7DT,500418,187504,883091,115000,1996-06-14 00:00,S,834706800.0,1996.0,232.0,27.0,25.0,33.0,3.0,22.0,109.0,13.0,51.577465,-0.55225,E00089906
20,RM5 3XS,550867,191698,4379070,103000,1999-07-30 00:00,S,933289200.0,1999.0,291.0,128.0,43.0,45.0,13.0,15.0,26.0,21.0,51.603907,0.177094,E00011511
21,BR1 5SD,538795,172044,3692417,11700,1998-12-14 00:00,F,913593600.0,1998.0,234.0,42.0,36.0,47.0,6.0,27.0,62.0,14.0,51.430409,-0.004851,E00016971
22,BR1 5SD,538795,172044,14643278,160000,2007-04-20 00:00,F,1177023600.0,2007.0,234.0,42.0,36.0,47.0,6.0,27.0,62.0,14.0,51.430409,-0.004851,E00016971
23,BR4 9DL,540051,164998,11723436,353000,2005-01-24 00:00,S,1106524800.0,2005.0,272.0,36.0,49.0,44.0,7.0,36.0,87.0,13.0,51.366784,0.01044,E00003731
24,HA2 9ER,512844,186433,8155604,223000,2002-11-15 00:00,T,1037318400.0,2002.0,274.0,65.0,27.0,40.0,9.0,31.0,77.0,25.0,51.56541,-0.373337,E00011063
25,HA2 9ER,512844,186433,4049008,122000,1999-08-11 00:00,S,934326000.0,1999.0,274.0,65.0,27.0,40.0,9.0,31.0,77.0,25.0,51.56541,-0.373337,E00011063
26,IG5 0QF,543308,190421,4919905,135000,1999-02-26 00:00,S,919987200.0,1999.0,258.0,58.0,36.0,35.0,6.0,29.0,77.0,17.0,51.594415,0.067501,E00018648
27,IG5 0QF,543308,190421,6825174,155000,2001-10-05 00:00,S,1002236400.0,2001.0,258.0,58.0,36.0,35.0,6.0,29.0,77.0,17.0,51.594415,0.067501,E00018648
28,CM1 7RS,571510,207615,3380323,77000,1998-01-30 00:00,S,886118400.0,1998.0,250.0,20.0,31.0,26.0,8.0,51.0,101.0,13.0,51.740975,0.482686,E00109864
29,E1W 3TA,535124,180512,9920087,208000,2003-11-03 00:00,F,1067817600.0,2003.0,267.0,4.0,8.0,19.0,0.0,25.0,198.0,13.0,51.507391,-0.054376,E00021631
30,E1W 3TA,535124,180512,1414542,72000,1996-10-14 00:00,F,845247600.0,1996.0,267.0,4.0,8.0,19.0,0.0,25.0,198.0,13.0,51.507391,-0.054376,E00021631
31,W12 9DA,522179,179523,10011948,240000,2003-05-06 00:00,F,1052175600.0,2003.0,303.0,52.0,17.0,25.0,7.0,51.0,121.0,30.0,51.501438,-0.24116,E00009273
32,TN6 1TD,550907,132290,3910539,205000,1999-08-09 00:00,D,934153200.0,1999.0,261.0,44.0,30.0,48.0,9.0,36.0,86.0,8.0,51.070107,0.152518,E00107564
33,LU2 7FE,509014,224865,15256658,245000,2008-01-25 00:00,D,1201219200.0,2008.0,252.0,26.0,39.0,38.0,11.0,37.0,83.0,18.0,51.911668,-0.416553,E00079375
34,GU9 0EA,483460,149307,9638984,122500,2003-02-03 00:00,S,1044230400.0,2003.0,271.0,74.0,53.0,45.0,3.0,50.0,37.0,9.0,51.236851,-0.805898,E00157550
35,GU9 0EA,483460,149307,4800714,71500,1999-10-27 00:00,T,940978800.0,1999.0,271.0,74.0,53.0,45.0,3.0,50.0,37.0,9.0,51.236851,-0.805898,E00157550
36,RM7 0YZ,551186,186765,8133525,194000,2002-12-06 00:00,T,1039132800.0,2002.0,258.0,83.0,43.0,32.0,9.0,23.0,52.0,16.0,51.559482,0.179545,E00000196
37,RM7 0YZ,551186,186765,4439512,91000,1999-07-30 00:00,T,933289200.0,1999.0,258.0,83.0,43.0,32.0,9.0,23.0,52.0,16.0,51.559482,0.179545,E00000196
38,RM7 0YZ,551186,186765,7266904,107500,2001-03-30 00:00,T,985906800.0,2001.0,258.0,83.0,43.0,32.0,9.0,23.0,52.0,16.0,51.559482,0.179545,E00000196
39,TW9 1UP,518579,175217,622680,105000,1995-11-10 00:00,T,815961600.0,1995.0,218.0,7.0,13.0,18.0,2.0,16.0,148.0,14.0,51.463513,-0.29443,E00019505
40,TW7 4DZ,515336,176382,8542353,270000,2002-04-03 00:00,S,1017788400.0,2002.0,261.0,39.0,30.0,27.0,4.0,29.0,100.0,32.0,51.474653,-0.340712,E00013302
41,HP2 6BX,506724,209136,5213801,80500,2000-07-28 00:00,T,964738800.0,2000.0,248.0,65.0,53.0,36.0,8.0,23.0,48.0,15.0,51.770735,-0.454695,E00118851
42,SM1 4FE,526006,164148,14558530,244995,2007-01-26 00:00,F,1169769600.0,2007.0,240.0,10.0,18.0,24.0,0.0,22.0,145.0,21.0,51.362312,-0.191895,E00166824
43,SS8 9XL,579429,184233,8943009,79995,2003-05-07 00:00,F,1052262000.0,2003.0,238.0,77.0,49.0,37.0,13.0,21.0,30.0,11.0,51.528497,0.5853,E00109260
44,RH1 5EJ,528202,145816,10355370,447500,2004-10-29 00:00,D,1099004400.0,2004.0,338.0,62.0,58.0,59.0,9.0,32.0,100.0,18.0,51.197188,-0.166549,E00156204
45,LU2 7GB,509181,224996,20063392,175000,2014-11-28 00:00,T,1417132800.0,2014.0,209.0,14.0,28.0,37.0,10.0,33.0,75.0,12.0,51.912795,-0.4141,E00088918
46,BR2 0LR,538879,168941,19736316,250000,2014-10-17 00:00,F,1413500400.0,2014.0,195.0,9.0,21.0,32.0,3.0,21.0,99.0,10.0,51.402504,-0.004844,E00003486
47,HA4 8GT,510694,188282,19579835,212000,2014-01-07 00:00,F,1389052800.0,2014.0,194.0,20.0,14.0,22.0,6.0,34.0,91.0,7.0,51.582607,-0.403697,E00176474
48,CM7 5AH,573526,225357,10207534,140000,2004-03-30 00:00,S,1080601200.0,2004.0,229.0,79.0,33.0,38.0,11.0,25.0,39.0,4.0,51.899712,0.520621,E00108726
49,SG2 0BJ,525610,224804,5100866,88000,2000-11-01 00:00,T,973036800.0,2000.0,225.0,59.0,44.0,41.0,13.0,22.0,35.0,11.0,51.907619,-0.175442,E00120657
50,CR0 6JQ,533702,166943,9114741,169950,2003-01-17 00:00,T,1042761600.0,2003.0,234.0,52.0,32.0,28.0,4.0,27.0,74.0,17.0,51.385791,-0.079975,E00004865
51,SE4 1QA,537143,175571,15135634,670000,2008-03-13 00:00,S,1205366400.0,2008.0,262.0,29.0,19.0,22.0,5.0,15.0,152.0,20.0,51.462608,-0.026942,E00016568
52,DA8 1AH,551111,178276,6036781,70000,2000-06-30 00:00,T,962319600.0,2000.0,271.0,59.0,35.0,44.0,7.0,29.0,80.0,17.0,51.483256,0.174856,E00001997
53,CM2 8EZ,572421,204725,729881,112000,1995-10-31 00:00,D,815097600.0,1995.0,233.0,25.0,40.0,40.0,17.0,38.0,61.0,12.0,51.71478,0.494454,E00109547
54,CM2 8EZ,572421,204725,6234313,237000,2001-11-15 00:00,D,1005782400.0,2001.0,233.0,25.0,40.0,40.0,17.0,38.0,61.0,12.0,51.71478,0.494454,E00109547
55,SW6 4EP,524702,176535,10614681,249950,2004-04-30 00:00,F,1083279600.0,2004.0,253.0,31.0,16.0,16.0,0.0,20.0,146.0,24.0,51.474071,-0.20594,E00009787
56,W1F 7SL,529361,181058,21293883,803000,2016-09-29 00:00,F,1475103600.0,2016.0,159.0,6.0,8.0,14.0,1.0,14.0,89.0,27.0,51.513636,-0.137154,E00175195
57,GU8 6QQ,490104,139313,13957635,1275000,2007-04-27 00:00,D,1177628400.0,2007.0,246.0,28.0,24.0,42.0,7.0,33.0,102.0,10.0,51.145946,-0.713303,E00157448
58,CR2 0PF,532621,163144,10352085,167000,2004-03-19 00:00,T,1079654400.0,2004.0,261.0,45.0,44.0,43.0,3.0,37.0,66.0,23.0,51.351941,-0.09693,E00005171
59,CM7 5LA,575934,225847,15219812,285000,2008-01-25 00:00,S,1201219200.0,2008.0,236.0,56.0,30.0,45.0,5.0,30.0,59.0,11.0,51.903133,0.5563,E00108478
60,CM7 5LA,575934,225847,21373849,225000,2016-09-07 00:00,T,1473202800.0,2016.0,236.0,56.0,30.0,45.0,5.0,30.0,59.0,11.0,51.903133,0.5563,E00108478
61,SL1 1TW,497926,179554,14386000,99000,2007-01-26 00:00,F,1169769600.0,2007.0,271.0,37.0,26.0,28.0,2.0,18.0,101.0,59.0,51.506443,-0.590424,E00083370
62,SL1 1TW,497926,179554,8472037,73950,2002-09-16 00:00,F,1032130800.0,2002.0,271.0,37.0,26.0,28.0,2.0,18.0,101.0,59.0,51.506443,-0.590424,E00083370
63,GU1 2RE,502739,150704,16557300,280000,2010-03-19 00:00,F,1268956800.0,2010.0,310.0,30.0,22.0,44.0,7.0,31.0,160.0,16.0,51.246256,-0.529333,E00155377
64,CM1 3LJ,567480,206079,12609205,234000,2006-02-10 00:00,D,1139529600.0,2006.0,234.0,40.0,36.0,44.0,11.0,24.0,70.0,9.0,51.728393,0.423693,E00109903
65,SG1 3HP,523032,225047,21576258,175000,2016-04-21 00:00,F,1461193200.0,2016.0,320.0,56.0,49.0,49.0,12.0,35.0,108.0,11.0,51.910378,-0.212811,E00120746
66,RM7 0RT,551273,187189,21055772,310000,2015-07-24 00:00,T,1437692400.0,2015.0,295.0,63.0,56.0,56.0,19.0,40.0,46.0,15.0,51.563286,0.181011,E00000184
67,NW8 9XT,526223,183086,8260392,200000,2002-11-26 00:00,F,1038268800.0,2002.0,354.0,23.0,24.0,19.0,2.0,32.0,219.0,35.0,51.53258,-0.181639,E00023422
68,KT6 6QX,518388,166489,14736684,249500,2007-07-02 00:00,F,1183330800.0,2007.0,374.0,38.0,16.0,27.0,2.0,44.0,177.0,70.0,51.385253,-0.3001,E00015081
69,KT6 6QX,518388,166489,6977294,162500,2001-10-19 00:00,F,1003446000.0,2001.0,374.0,38.0,16.0,27.0,2.0,44.0,177.0,70.0,51.385253,-0.3001,E00015081
70,SE2 9NU,547335,179110,14828375,152000,2007-02-01 00:00,F,1170288000.0,2007.0,175.0,6.0,19.0,23.0,1.0,27.0,76.0,23.0,51.491718,0.120834,E00176586
71,HA9 8NY,518631,186923,12205709,290000,2005-12-09 00:00,S,1134086400.0,2005.0,423.0,45.0,37.0,44.0,6.0,46.0,164.0,81.0,51.568709,-0.289746,E00002774
72,HP2 5LS,506797,207842,105117,90000,1995-04-28 00:00,S,799023600.0,1995.0,340.0,91.0,51.0,48.0,15.0,33.0,69.0,33.0,51.759091,-0.454034,E00118604
73,SE9 6NZ,541991,175735,19622281,158250,2014-08-29 00:00,F,1409266800.0,2014.0,260.0,103.0,35.0,38.0,4.0,32.0,27.0,21.0,51.462784,0.042586,E00008097
74,LU5 5DE,502088,223439,17858142,120500,2012-12-13 00:00,T,1355356800.0,2012.0,268.0,52.0,61.0,44.0,8.0,37.0,53.0,13.0,51.900144,-0.517643,E00088737
75,SL8 5RR,489190,187193,16308547,1615000,2010-08-20 00:00,D,1282258800.0,2010.0,332.0,54.0,45.0,49.0,9.0,29.0,132.0,14.0,51.576591,-0.714255,E00090047
76,TW5 9HL,511979,177491,18057133,290000,2012-07-13 00:00,S,1342134000.0,2012.0,338.0,57.0,42.0,32.0,4.0,40.0,107.0,56.0,51.485295,-0.388676,E00013095
77,SW6 5SS,524314,176395,3394375,205000,1998-09-24 00:00,F,906591600.0,1998.0,240.0,23.0,17.0,20.0,5.0,19.0,139.0,17.0,51.472871,-0.211516,E00009515
78,AL3 4RU,514124,207190,576827,215000,1995-12-15 00:00,T,818985600.0,1995.0,232.0,17.0,7.0,25.0,2.0,18.0,157.0,6.0,51.75176,-0.348092,E00120565
79,AL4 0EN,517061,207903,5235670,250000,2000-08-25 00:00,S,967158000.0,2000.0,262.0,24.0,34.0,31.0,10.0,32.0,118.0,13.0,51.75759,-0.305367,E00120181
80,IG1 2EP,543572,185789,12236400,220000,2005-09-30 00:00,S,1128034800.0,2005.0,378.0,52.0,42.0,38.0,3.0,41.0,116.0,86.0,51.552727,0.069418,E00018784
81,IG1 2EP,543572,185789,8584727,165500,2002-09-06 00:00,T,1031266800.0,2002.0,378.0,52.0,42.0,38.0,3.0,41.0,116.0,86.0,51.552727,0.069418,E00018784
82,ME4 5SU,575995,167103,6297894,71000,2001-05-04 00:00,T,988930800.0,2001.0,194.0,68.0,31.0,29.0,1.0,15.0,31.0,19.0,51.375701,0.527375,E00080987
83,AL3 4QJ,514165,207410,13259596,249000,2006-12-05 00:00,T,1165276800.0,2006.0,214.0,15.0,25.0,13.0,5.0,13.0,137.0,6.0,51.753748,-0.347454,E00120582
84,ME5 9HT,575532,162288,11741846,152000,2005-11-29 00:00,T,1133222400.0,2005.0,162.0,25.0,24.0,45.0,4.0,17.0,37.0,10.0,51.332592,0.518312,E00125485
85,N16 0RB,533194,186494,12127684,320000,2005-07-25 00:00,T,1122246000.0,2005.0,255.0,28.0,16.0,26.0,1.0,15.0,156.0,13.0,51.561605,-0.079908,E00008650
86,EN6 4BG,528393,203747,21395251,1050000,2016-09-15 00:00,D,1473894000.0,2016.0,262.0,22.0,32.0,36.0,10.0,47.0,101.0,14.0,51.717762,-0.142805,E00121593
87,HA5 2RU,510926,188672,13896874,380000,2007-05-08 00:00,S,1178578800.0,2007.0,243.0,45.0,27.0,34.0,10.0,36.0,76.0,15.0,51.585996,-0.400316,E00012135
88,LU7 2SJ,490940,225569,17762212,179995,2012-08-20 00:00,S,1345417200.0,2012.0,264.0,68.0,46.0,45.0,12.0,26.0,62.0,5.0,51.921245,-0.679043,E00088788
89,LU7 2SJ,490940,225569,16230395,150000,2009-10-12 00:00,S,1255302000.0,2009.0,264.0,68.0,46.0,45.0,12.0,26.0,62.0,5.0,51.921245,-0.679043,E00088788
90,SW4 9BB,528014,175011,19131902,2000000,2014-07-23 00:00,S,1406070000.0,2014.0,285.0,17.0,7.0,16.0,3.0,25.0,198.0,19.0,51.459682,-0.158885,E00022932
91,UB4 8BB,509572,181846,10205145,185000,2004-05-06 00:00,T,1083798000.0,2004.0,276.0,61.0,53.0,26.0,9.0,32.0,66.0,29.0,51.524641,-0.422115,E00012100
92,ME5 0TF,575431,164245,17341796,142000,2011-09-23 00:00,T,1316732400.0,2011.0,332.0,59.0,66.0,65.0,12.0,61.0,50.0,19.0,51.350222,0.5178,E00081496
93,ME5 0TF,575431,164245,4083378,71750,1999-02-05 00:00,D,918172800.0,1999.0,332.0,59.0,66.0,65.0,12.0,61.0,50.0,19.0,51.350222,0.5178,E00081496
94,NW6 5SH,525536,183334,4139254,84000,1999-03-30 00:00,F,922748400.0,1999.0,257.0,66.0,36.0,41.0,4.0,24.0,53.0,33.0,51.534962,-0.19145,E00023791
95,UB7 0EH,504936,176802,3695855,59950,1998-07-31 00:00,F,901839600.0,1998.0,223.0,34.0,33.0,26.0,4.0,21.0,77.0,28.0,51.480469,-0.490288,E00012202
96,RH1 4PD,532728,150811,4711997,310000,1999-08-05 00:00,D,933807600.0,1999.0,178.0,22.0,17.0,36.0,0.0,20.0,73.0,10.0,51.241145,-0.100031,E00157106
97,HA6 3DU,509416,192508,13294521,598000,2006-08-07 00:00,T,1154905200.0,2006.0,329.0,31.0,14.0,51.0,3.0,32.0,186.0,12.0,51.620768,-0.420906,E00121059
98,N17 9PU,534669,189236,9559771,120000,2003-03-31 00:00,F,1049065200.0,2003.0,265.0,49.0,28.0,39.0,3.0,25.0,79.0,42.0,51.585783,-0.057323,E00010417
99,HA6 3NF,510182,192075,19046117,245000,2013-05-09 00:00,F,1368054000.0,2013.0,362.0,67.0,29.0,45.0,4.0,24.0,171.0,22.0,51.616626,-0.409827,E00121053
100,CR4 2HE,528305,169560,2820870,35000,1997-04-09 00:00,S,860540400.0,1997.0,285.0,45.0,56.0,44.0,6.0,27.0,65.0,42.0,51.410581,-0.156516,E00166841
101,CR4 2HE,528305,169560,6322113,139950,2001-08-30 00:00,T,999126000.0,2001.0,285.0,45.0,56.0,44.0,6.0,27.0,65.0,42.0,51.410581,-0.156516,E00166841
102,SL7 3AP,484781,186795,7332570,199950,2001-06-29 00:00,F,993769200.0,2001.0,221.0,60.0,20.0,33.0,4.0,17.0,75.0,12.0,51.573722,-0.778117,E00090260
103,N16 8AT,533389,185404,13388720,327000,2006-10-27 00:00,T,1161903600.0,2006.0,368.0,46.0,30.0,32.0,5.0,23.0,204.0,28.0,51.551765,-0.077582,E00008695
104,E17 5EJ,537102,189959,7442767,92000,2001-02-19 00:00,F,982540800.0,2001.0,267.0,44.0,25.0,22.0,3.0,29.0,125.0,19.0,51.591806,-0.022215,E00022425
105,UB9 5LJ,504020,188338,21512172,280000,2016-06-01 00:00,F,1464735600.0,2016.0,222.0,35.0,30.0,37.0,5.0,22.0,77.0,16.0,51.584291,-0.500057,E00089867
106,CR4 1DW,529050,168691,2363270,86000,1997-07-22 00:00,T,869526000.0,1997.0,291.0,55.0,42.0,39.0,4.0,30.0,71.0,50.0,51.402576,-0.146156,E00017268
107,LU5 5SH,503169,224243,5288578,23000,2000-02-11 00:00,F,950227200.0,2000.0,232.0,42.0,38.0,39.0,6.0,40.0,50.0,17.0,51.907172,-0.501682,E00088839
108,KT7 0XB,516721,167118,18676866,670750,2013-04-15 00:00,T,1365980400.0,2013.0,174.0,48.0,22.0,18.0,4.0,12.0,60.0,10.0,51.391098,-0.323844,E00154678
109,SM2 5DN,526551,163873,1338289,95000,1996-12-16 00:00,T,850694400.0,1996.0,211.0,17.0,23.0,26.0,4.0,20.0,106.0,15.0,51.359839,-0.183777,E00020928
110,SM2 5DN,526551,163873,4136936,62000,1999-07-30 00:00,F,933289200.0,1999.0,211.0,17.0,23.0,26.0,4.0,20.0,106.0,15.0,51.359839,-0.183777,E00020928
111,CM7 9JZ,576471,223824,1395337,44000,1996-12-06 00:00,T,849830400.0,1996.0,256.0,43.0,47.0,61.0,12.0,37.0,42.0,14.0,51.885016,0.562741,E00108462
112,WD6 2SN,520731,195692,365718,67000,1995-12-08 00:00,T,818380800.0,1995.0,297.0,53.0,54.0,53.0,10.0,46.0,58.0,23.0,51.647072,-0.256444,E00119575
113,WD6 2SN,520731,195692,17482250,250000,2011-07-20 00:00,T,1311116400.0,2011.0,297.0,53.0,54.0,53.0,10.0,46.0,58.0,23.0,51.647072,-0.256444,E00119575
114,TN2 4DE,563106,142041,18888023,325000,2013-09-06 00:00,D,1378422000.0,2013.0,271.0,43.0,23.0,54.0,7.0,38.0,101.0,5.0,51.154374,0.330876,E00126016
115,WD7 8PG,515532,198833,18552420,300000,2013-08-05 00:00,T,1375657200.0,2013.0,194.0,49.0,26.0,36.0,3.0,19.0,55.0,6.0,51.676393,-0.330515,E00119505
116,EN6 5NJ,526822,201206,189015,59950,1995-10-26 00:00,T,814665600.0,1995.0,260.0,75.0,48.0,36.0,11.0,35.0,47.0,8.0,51.695285,-0.166457,E00119735
117,CM2 7LG,571718,205858,11243401,154000,2004-12-15 00:00,T,1103068800.0,2004.0,240.0,60.0,34.0,44.0,4.0,37.0,43.0,18.0,51.725164,0.48486,E00109525
118,SW3 6BQ,526526,177912,11651096,340000,2005-01-18 00:00,F,1106006400.0,2005.0,228.0,9.0,8.0,19.0,2.0,27.0,132.0,31.0,51.486014,-0.179128,E00014661
119,IG1 4AE,544545,187349,7033612,178000,2001-08-31 00:00,T,999212400.0,2001.0,351.0,70.0,44.0,43.0,5.0,44.0,113.0,32.0,51.566496,0.084083,E00018870
120,ME7 1QJ,577699,169051,15830372,85000,2009-11-13 00:00,T,1258070400.0,2009.0,259.0,51.0,45.0,45.0,11.0,59.0,38.0,10.0,51.392652,0.552762,E00081080
121,SL3 8JR,501099,178434,18713909,167500,2013-04-26 00:00,F,1366930800.0,2013.0,223.0,50.0,27.0,25.0,8.0,21.0,67.0,25.0,51.495818,-0.545042,E00083274
122,SL1 2EZ,497401,179539,15458483,186950,2008-03-25 00:00,F,1206403200.0,2008.0,317.0,26.0,31.0,24.0,1.0,24.0,173.0,38.0,51.506418,-0.598019,E00166692
123,SL1 2EZ,497401,179539,13808907,166995,2007-06-29 00:00,F,1183071600.0,2007.0,317.0,26.0,31.0,24.0,1.0,24.0,173.0,38.0,51.506418,-0.598019,E00166692
124,TW3 1XL,514108,175398,5902245,94500,2000-02-14 00:00,T,950486400.0,2000.0,326.0,32.0,37.0,30.0,1.0,36.0,134.0,56.0,51.466058,-0.358703,E00013147
125,N19 5PZ,529247,186303,6526587,120000,2001-08-29 00:00,F,999039600.0,2001.0,303.0,23.0,20.0,26.0,1.0,36.0,176.0,21.0,51.560806,-0.136886,E00013794
126,HA4 0TQ,510850,186096,298653,82000,1995-08-25 00:00,T,809305200.0,1995.0,291.0,49.0,44.0,47.0,19.0,41.0,79.0,12.0,51.562979,-0.401767,E00012059
127,N14 4SE,529526,195564,4001619,250000,1999-01-18 00:00,D,916617600.0,1999.0,309.0,52.0,21.0,40.0,3.0,30.0,136.0,27.0,51.643985,-0.12946,E00007040
128,EN8 8JQ,535950,201354,4874726,63000,1999-10-29 00:00,F,941151600.0,1999.0,245.0,44.0,41.0,32.0,8.0,33.0,69.0,18.0,51.694319,-0.034432,E00118541
129,AL5 4BB,513377,215015,5435549,350000,2000-03-31 00:00,S,954457200.0,2000.0,229.0,5.0,6.0,24.0,4.0,18.0,170.0,2.0,51.822265,-0.356397,E00120363
130,NW2 6SA,523524,185939,4660405,95000,1999-02-09 00:00,F,918518400.0,1999.0,387.0,85.0,28.0,29.0,3.0,37.0,126.0,79.0,51.558808,-0.219558,E00002731
131,NW2 6SA,523524,185939,15504169,178000,2008-07-04 00:00,F,1215126000.0,2008.0,387.0,85.0,28.0,29.0,3.0,37.0,126.0,79.0,51.558808,-0.219558,E00002731
132,NW4 4LD,523002,189305,2037756,101000,1997-02-14 00:00,T,855878400.0,1997.0,443.0,34.0,43.0,53.0,0.0,73.0,191.0,49.0,51.589172,-0.225907,E00001205
133,CM1 4RW,562258,214909,20370520,785000,2015-11-11 00:00,D,1447200000.0,2015.0,306.0,44.0,36.0,48.0,6.0,41.0,125.0,6.0,51.809279,0.352244,E00112073
134,HP2 6AA,507038,209465,4191494,74000,1999-03-31 00:00,T,922834800.0,1999.0,238.0,62.0,43.0,46.0,9.0,34.0,35.0,9.0,51.773606,-0.450118,E00118837
135,SG2 9TJ,526994,223515,20137578,320000,2015-08-14 00:00,D,1439506800.0,2015.0,260.0,30.0,39.0,58.0,7.0,45.0,66.0,15.0,51.895714,-0.155824,E00120607
136,ME2 3AX,573533,170030,15115298,120000,2008-10-23 00:00,S,1224716400.0,2008.0,270.0,32.0,48.0,56.0,14.0,32.0,78.0,10.0,51.402744,0.493408,E00081553
137,ME2 3AX,573533,170030,20830106,175000,2015-12-10 00:00,T,1449705600.0,2015.0,270.0,32.0,48.0,56.0,14.0,32.0,78.0,10.0,51.402744,0.493408,E00081553
138,HA5 2EB,510848,189722,2329269,158000,1997-10-23 00:00,D,877561200.0,1997.0,272.0,20.0,26.0,51.0,8.0,26.0,116.0,25.0,51.595439,-0.40111,E00012348
139,SM5 4PH,528077,162687,10505060,279950,2004-03-16 00:00,T,1079395200.0,2004.0,243.0,32.0,28.0,39.0,7.0,26.0,104.0,7.0,51.348839,-0.162298,E00166820
140,E10 6QW,538237,186833,1702579,66000,1996-11-13 00:00,T,847843200.0,1996.0,375.0,56.0,54.0,49.0,4.0,32.0,106.0,74.0,51.563439,-0.00707,E00022005
141,HA7 3AB,516633,192614,5085015,402641,1999-08-24 00:00,D,935449200.0,1999.0,258.0,54.0,28.0,31.0,2.0,21.0,101.0,21.0,51.620273,-0.316685,E00011131
142,SM4 6EP,526641,167783,20201411,328367,2015-04-21 00:00,S,1429570800.0,2015.0,255.0,50.0,22.0,49.0,1.0,23.0,90.0,20.0,51.394959,-0.181092,E00017407
143,E11 1EL,538843,187792,7538515,87500,2002-06-14 00:00,F,1024009200.0,2002.0,296.0,82.0,32.0,32.0,2.0,18.0,94.0,36.0,51.571864,0.001971,E00022313
144,EN7 6NF,534244,203352,9854967,155000,2003-09-12 00:00,T,1063321200.0,2003.0,255.0,75.0,43.0,35.0,11.0,28.0,44.0,19.0,51.712817,-0.058297,E00118506
