,postcode,easting,northing,Unnamed: 0,price,date,type,seconds,years,QS501EW_0,QS501EW_1,QS501EW_2,QS501EW_3,QS501EW_4,QS501EW_5,QS501EW_6,QS501EW_7,lat,lon,oa
0,SW6 2DJ,525608,177141,2164585,275000,1997-05-20 00:00,T,864082800.0,1997.0,277.0,38.0,14.0,27.0,2.0,54.0,117.0,25.0,51.479289,-0.19263,E00009608
1,SL1 5JA,494325,180664,2989979,62500,1998-01-30 00:00,F,886118400.0,1998.0,266.0,52.0,39.0,39.0,7.0,39.0,67.0,23.0,51.517033,-0.641997,E00083175
2,KT4 8PQ,523570,166102,20051655,365000,2014-03-26 00:00,S,1395792000.0,2014.0,229.0,35.0,33.0,46.0,10.0,37.0,61.0,7.0,51.380482,-0.22574,E00021124
3,SE9 4ET,542357,173232,12953421,220000,2006-04-07 00:00,S,1144364400.0,2006.0,196.0,45.0,30.0,38.0,4.0,23.0,39.0,17.0,51.440201,0.046844,E00007934
4,UB4 9RW,512087,182344,21632636,320000,2016-05-11 00:00,T,1462921200.0,2016.0,238.0,59.0,33.0,35.0,6.0,27.0,55.0,23.0,51.528883,-0.385595,E00176457
5,CR4 1LG,529654,168070,12888233,230000,2006-12-20 00:00,T,1166572800.0,2006.0,284.0,54.0,37.0,50.0,8.0,37.0,77.0,21.0,51.396858,-0.137704,E00017364
6,AL1 1QF,515086,206724,4328083,150000,1999-10-21 00:00,T,940460400.0,1999.0,224.0,32.0,26.0,29.0,3.0,17.0,104.0,13.0,51.747386,-0.334417,E00120560
7,KT9 1RT,518402,164784,19706893,270000,2014-01-17 00:00,S,1389916800.0,2014.0,242.0,50.0,26.0,43.0,9.0,31.0,71.0,12.0,51.369791,-0.300472,E00014813
8,SL7 1LA,485713,187120,18112912,293000,2012-05-31 00:00,T,1338418800.0,2012.0,259.0,36.0,30.0,42.0,10.0,34.0,98.0,9.0,51.576421,-0.764552,E00090285
9,SL2 1QY,495570,182431,10978222,154950,2004-10-01 00:00,T,1096585200.0,2004.0,250.0,83.0,45.0,43.0,6.0,21.0,32.0,20.0,51.532707,-0.623581,E00083106
10,SL6 8RX,489301,182291,8510810,180000,2002-04-26 00:00,T,1019775600.0,2002.0,293.0,47.0,26.0,45.0,7.0,42.0,110.0,16.0,51.532474,-0.71397,E00083720
11,BR8 7TS,550716,169334,7185480,93500,2001-06-01 00:00,T,991350000.0,2001.0,206.0,111.0,33.0,20.0,3.0,14.0,15.0,10.0,51.403016,0.165368,E00124254
12,LU3 3RU,506258,225476,18611380,113500,2013-12-12 00:00,T,1386806400.0,2013.0,225.0,80.0,37.0,41.0,2.0,18.0,31.0,16.0,51.917638,-0.456476,E00079744
13,N21 2EG,531954,195828,7656654,1410000,2002-09-05 00:00,D,1031180400.0,2002.0,321.0,33.0,36.0,48.0,6.0,32.0,151.0,15.0,51.645774,-0.094234,E00007225
14,TW1 1JS,516486,174075,11461918,225000,2005-04-12 00:00,F,1113260400.0,2005.0,264.0,10.0,8.0,15.0,4.0,21.0,193.0,13.0,51.453683,-0.324935,E00019460
15,TW1 1JS,516486,174075,13245664,297500,2006-01-31 00:00,F,1138665600.0,2006.0,264.0,10.0,8.0,15.0,4.0,21.0,193.0,13.0,51.453683,-0.324935,E00019460
16,SW2 4DS,530234,174092,1870382,71500,1997-04-18 00:00,F,861318000.0,1997.0,279.0,31.0,16.0,20.0,5.0,28.0,157.0,22.0,51.450844,-0.12716,E00015231
17,BR3 6LP,537557,169228,11299102,435000,2004-05-14 00:00,F,1084489200.0,2004.0,180.0,32.0,18.0,23.0,5.0,16.0,67.0,19.0,51.405405,-0.023726,E00003765
18,SL9 9LZ,499415,190802,1586892,29500,1996-06-24 00:00,S,835570800.0,1996.0,258.0,20.0,20.0,36.0,9.0,35.0,129.0,9.0,51.607287,-0.565801,E00089587
19,KT4 8PB,523702,165756,10215189,227000,2004-04-29 00:00,T,1083193200.0,2004.0,327.0,54.0,40.0,49.0,18.0,34.0,99.0,33.0,51.377389,-0.224034,E00021112
20,RM1 4TP,550651,190590,21393012,370000,2016-12-09 00:00,S,1481241600.0,2016.0,238.0,67.0,53.0,37.0,9.0,23.0,42.0,7.0,51.594019,0.173502,E00011653
21,BR7 5EX,543548,170616,18330717,197500,2013-12-18 00:00,F,1387324800.0,2013.0,215.0,15.0,28.0,32.0,4.0,24.0,103.0,9.0,51.416394,0.06291,E00003370
22,SL6 4QS,486945,180590,7220906,190000,2001-11-27 00:00,S,1006819200.0,2001.0,293.0,41.0,41.0,30.0,10.0,35.0,114.0,22.0,51.517532,-0.748332,E00083481
23,SE2 9NL,547170,179084,9021110,152495,2003-11-21 00:00,F,1069372800.0,2003.0,192.0,17.0,27.0,34.0,3.0,13.0,77.0,21.0,51.491536,0.118492,E00176573
24,EN7 6AF,534468,203577,641076,85000,1995-07-20 00:00,T,806194800.0,1995.0,280.0,57.0,45.0,57.0,15.0,42.0,46.0,18.0,51.714813,-0.054983,E00118426
25,TN9 1XU,557814,146440,17713150,265000,2012-05-31 00:00,D,1338418800.0,2012.0,222.0,76.0,22.0,42.0,7.0,17.0,46.0,12.0,51.19539,0.257213,E00125674
26,E14 7TR,536652,181532,11264411,173500,2004-06-04 00:00,F,1086303600.0,2004.0,427.0,128.0,54.0,56.0,5.0,47.0,103.0,34.0,51.516195,-0.031776,E00021494
27,RH5 4PE,517924,142853,21066409,376000,2015-09-04 00:00,S,1441321200.0,2015.0,188.0,67.0,13.0,24.0,8.0,13.0,48.0,15.0,51.172768,-0.314549,E00155639
28,RM8 3LU,547957,186045,4932808,59500,1999-09-03 00:00,T,936313200.0,1999.0,232.0,91.0,36.0,39.0,6.0,17.0,29.0,14.0,51.553895,0.132727,E00000391
29,LU2 0RU,510860,221821,14866264,145000,2007-10-19 00:00,T,1192748400.0,2007.0,249.0,37.0,48.0,39.0,14.0,25.0,69.0,17.0,51.883937,-0.390691,E00079503
30,LU5 5TS,502485,224075,5962174,39995,2000-05-26 00:00,F,959295600.0,2000.0,281.0,91.0,59.0,48.0,10.0,17.0,39.0,17.0,51.905797,-0.5117,E00088743
31,HP4 2EP,499815,207756,6858842,155000,2001-12-20 00:00,S,1008806400.0,2001.0,230.0,19.0,12.0,23.0,3.0,21.0,145.0,7.0,51.759605,-0.555184,E00118687
32,GU2 9LH,498599,151449,10493309,145000,2004-02-02 00:00,F,1075680000.0,2004.0,335.0,29.0,35.0,40.0,11.0,73.0,135.0,12.0,51.253418,-0.588338,E00155514
33,DA3 7LJ,562104,169006,13769084,380000,2007-04-16 00:00,D,1176678000.0,2007.0,278.0,53.0,33.0,51.0,22.0,40.0,69.0,10.0,51.396919,0.328537,E00122642
34,SE3 7QH,539654,177316,11310702,110000,2004-05-28 00:00,F,1085698800.0,2004.0,211.0,15.0,11.0,18.0,2.0,14.0,137.0,14.0,51.477572,0.009591,E00007875
35,HA6 1AL,509580,191423,17709442,310000,2012-01-09 00:00,F,1326067200.0,2012.0,243.0,31.0,23.0,33.0,5.0,21.0,119.0,11.0,51.610976,-0.418892,E00012322
36,SW4 9JP,529219,174553,17257778,955000,2011-09-02 00:00,T,1314918000.0,2011.0,248.0,13.0,8.0,10.0,1.0,24.0,187.0,5.0,51.455219,-0.141605,E00015259
37,RM3 9UH,555382,192066,9091224,59000,2003-02-01 00:00,T,1044057600.0,2003.0,286.0,100.0,51.0,41.0,11.0,29.0,39.0,15.0,51.606005,0.242415,E00011401
38,SW6 6SZ,524240,176509,4842805,188000,1999-07-05 00:00,F,931129200.0,1999.0,296.0,12.0,11.0,23.0,5.0,34.0,188.0,23.0,51.473982,-0.212423,E00009512
39,SE2 0PP,547851,178156,20314734,435000,2015-12-16 00:00,D,1450224000.0,2015.0,300.0,67.0,50.0,44.0,14.0,31.0,72.0,22.0,51.483038,0.127892,E00002038
40,KT6 4AB,517711,167327,1865222,140000,1997-05-09 00:00,S,863132400.0,1997.0,334.0,13.0,22.0,16.0,3.0,35.0,231.0,14.0,51.392781,-0.309538,E00015066
41,SL3 7PF,498929,179012,15309228,442000,2008-08-01 00:00,D,1217545200.0,2008.0,346.0,51.0,37.0,46.0,8.0,32.0,133.0,39.0,51.501397,-0.576129,E00083383
42,ME5 7LQ,576726,164764,14182026,162000,2007-10-26 00:00,S,1193353200.0,2007.0,223.0,35.0,44.0,47.0,11.0,35.0,43.0,8.0,51.354464,0.536691,E00081297
43,SM2 5HW,526926,163635,3509317,200000,1998-01-30 00:00,S,886118400.0,1998.0,250.0,23.0,20.0,27.0,9.0,32.0,129.0,10.0,51.357617,-0.178478,E00020890
44,UB6 0EF,514830,185072,10383817,230000,2004-01-06 00:00,T,1073347200.0,2004.0,318.0,72.0,26.0,37.0,2.0,40.0,71.0,70.0,51.552859,-0.345167,E00006520
45,SL6 5AQ,486446,181124,15919536,205000,2009-02-03 00:00,S,1233619200.0,2009.0,259.0,35.0,38.0,33.0,9.0,34.0,101.0,9.0,51.522427,-0.755405,E00083799
46,KT3 6PA,522358,167634,12483468,206000,2006-09-18 00:00,F,1158534000.0,2006.0,242.0,38.0,23.0,26.0,9.0,24.0,103.0,19.0,51.394558,-0.242674,E00017565
47,UB6 9NW,514228,183023,7103710,115000,2001-02-13 00:00,F,982022400.0,2001.0,209.0,39.0,15.0,35.0,7.0,24.0,73.0,16.0,51.534565,-0.35451,E00006337
48,UB6 9NW,514228,183023,8380029,140000,2002-11-27 00:00,F,1038355200.0,2002.0,209.0,39.0,15.0,35.0,7.0,24.0,73.0,16.0,51.534565,-0.35451,E00006337
49,EN1 1PB,533464,196149,9815820,175000,2003-06-20 00:00,T,1056063600.0,2003.0,267.0,53.0,33.0,33.0,1.0,29.0,106.0,12.0,51.648349,-0.072371,E00007538
50,SL9 9DD,499512,190097,8576034,324000,2002-06-14 00:00,S,1024009200.0,2002.0,281.0,19.0,14.0,38.0,13.0,31.0,155.0,11.0,51.600933,-0.5646,E00089573
51,CR0 1HN,532686,164634,12944274,155000,2006-07-05 00:00,F,1152054000.0,2006.0,216.0,35.0,27.0,28.0,4.0,24.0,76.0,22.0,51.365279,-0.095429,E00005217
52,TN4 0EE,557884,141839,11174005,240000,2004-11-12 00:00,S,1100217600.0,2004.0,256.0,34.0,30.0,40.0,7.0,47.0,92.0,6.0,51.154031,0.256181,E00126102
53,SM1 2EA,525690,163848,10339472,179500,2004-12-01 00:00,F,1101859200.0,2004.0,193.0,18.0,13.0,30.0,2.0,15.0,90.0,25.0,51.359796,-0.196145,E00020961
54,NW9 7AZ,522309,187558,7901586,177000,2002-04-11 00:00,F,1018479600.0,2002.0,226.0,30.0,19.0,33.0,6.0,23.0,80.0,35.0,51.573667,-0.236483,E00001520
55,ME5 0LA,575931,164696,12984936,199995,2006-09-29 00:00,S,1159484400.0,2006.0,263.0,92.0,37.0,60.0,6.0,25.0,35.0,8.0,51.354109,0.525224,E00081223
56,RH1 3NA,529015,152561,1548670,75000,1996-10-31 00:00,S,846720000.0,1996.0,327.0,88.0,33.0,37.0,9.0,45.0,112.0,3.0,51.257624,-0.152494,E00156054
57,SE3 9UE,539575,175760,6971958,240000,2001-06-01 00:00,T,991350000.0,2001.0,225.0,13.0,15.0,13.0,2.0,20.0,154.0,8.0,51.463609,0.007826,E00016183
58,KT1 3EA,518926,169014,19136235,429950,2014-01-03 00:00,S,1388707200.0,2014.0,255.0,28.0,14.0,19.0,6.0,31.0,149.0,8.0,51.40769,-0.291518,E00014976
59,AL8 7EA,523458,214663,1629701,47000,1996-06-28 00:00,F,835916400.0,1996.0,205.0,35.0,28.0,43.0,7.0,27.0,55.0,10.0,51.816968,-0.210329,E00121664
60,HA5 3DY,512094,190520,16476370,775000,2010-08-05 00:00,D,1280962800.0,2010.0,292.0,47.0,24.0,28.0,3.0,26.0,157.0,7.0,51.602374,-0.382875,E00010953
61,SW6 5SB,524571,176527,6668388,250000,2001-11-22 00:00,F,1006387200.0,2001.0,363.0,40.0,25.0,18.0,1.0,23.0,211.0,45.0,51.473876,-0.207877,E00009788
62,HP9 1TN,493651,191432,14066293,278000,2007-08-31 00:00,S,1188514800.0,2007.0,222.0,31.0,16.0,26.0,3.0,24.0,113.0,9.0,51.613937,-0.648842,E00089799
63,SE4 1NT,536662,175922,17963229,168000,2012-01-05 00:00,F,1325721600.0,2012.0,300.0,49.0,33.0,22.0,1.0,31.0,128.0,36.0,51.465798,-0.033787,E00016222
64,SE4 1NT,536662,175922,18526301,276251,2013-11-29 00:00,F,1385683200.0,2013.0,300.0,49.0,33.0,22.0,1.0,31.0,128.0,36.0,51.465798,-0.033787,E00016222
65,GU9 0EN,483909,149437,17771975,177000,2012-07-05 00:00,T,1341442800.0,2012.0,251.0,64.0,63.0,40.0,3.0,35.0,39.0,7.0,51.237954,-0.799438,E00157547
66,TN3 0SG,552527,140232,9821329,235000,2003-12-19 00:00,S,1071792000.0,2003.0,231.0,47.0,24.0,40.0,9.0,25.0,78.0,8.0,51.141043,0.178962,E00124138
67,LU2 7RU,509779,222549,3087391,38500,1998-09-23 00:00,T,906505200.0,1998.0,305.0,44.0,52.0,52.0,10.0,42.0,82.0,23.0,51.890703,-0.406188,E00079772
68,SG1 4TJ,524901,226979,3226574,60000,1998-05-29 00:00,T,896396400.0,1998.0,403.0,52.0,71.0,89.0,16.0,47.0,109.0,19.0,51.927324,-0.184955,E00120859
69,DA5 3GJ,547986,173306,7986939,198000,2002-08-22 00:00,T,1029970800.0,2002.0,342.0,67.0,70.0,69.0,18.0,40.0,64.0,14.0,51.439415,0.127806,E00002195
70,DA2 7HY,556996,171306,1037592,63000,1996-12-06 00:00,S,849830400.0,1996.0,236.0,68.0,53.0,47.0,10.0,24.0,28.0,6.0,51.419033,0.256407,E00122529
71,DA1 5DS,555677,174942,3807725,52000,1998-04-24 00:00,T,893372400.0,1998.0,257.0,90.0,49.0,37.0,14.0,17.0,31.0,19.0,51.452074,0.239008,E00122622
72,AL3 7JG,509940,212789,1973456,99950,1997-12-02 00:00,T,881020800.0,1997.0,278.0,59.0,49.0,53.0,7.0,32.0,71.0,7.0,51.802945,-0.406949,E00120462
73,IG2 6DX,543801,188095,7121218,184995,2001-03-16 00:00,T,984700800.0,2001.0,328.0,83.0,32.0,48.0,5.0,35.0,110.0,15.0,51.573435,0.073577,E00018855
74,TW7 6EZ,514819,175565,21194098,420000,2016-02-19 00:00,S,1455840000.0,2016.0,346.0,75.0,45.0,39.0,3.0,35.0,99.0,50.0,51.467416,-0.348504,E00013187
75,SL4 1RF,496551,177010,8690280,105000,2002-05-31 00:00,F,1022799600.0,2002.0,182.0,36.0,14.0,17.0,5.0,15.0,74.0,21.0,51.483802,-0.610839,E00083525
76,TW9 4JH,519410,176021,15835086,500000,2009-08-25 00:00,T,1251154800.0,2009.0,276.0,60.0,43.0,26.0,9.0,21.0,94.0,23.0,51.470565,-0.282216,E00019361
77,KT3 5QT,520891,167182,15243032,320000,2008-10-17 00:00,D,1224198000.0,2008.0,306.0,41.0,24.0,42.0,12.0,36.0,135.0,16.0,51.39081,-0.263904,E00014991
78,UB1 2YF,512780,182501,13163007,170000,2006-02-06 00:00,F,1139184000.0,2006.0,328.0,40.0,50.0,37.0,6.0,33.0,106.0,56.0,51.530166,-0.375523,E00166847
79,TN1 2QS,558927,139862,20965625,545000,2015-06-30 00:00,T,1435618800.0,2015.0,213.0,21.0,22.0,25.0,2.0,32.0,99.0,12.0,51.13598,0.270167,E00126057
80,UB3 5BQ,508412,177149,12658159,196000,2006-12-19 00:00,T,1166486400.0,2006.0,320.0,52.0,40.0,36.0,6.0,30.0,83.0,73.0,51.482915,-0.440146,E00012199
81,SL1 9DA,495281,179849,15604738,120000,2008-03-18 00:00,F,1205798400.0,2008.0,230.0,30.0,42.0,34.0,2.0,35.0,64.0,23.0,51.509547,-0.628443,E00083192
82,SE3 8TW,540789,177460,5992688,147000,2000-08-01 00:00,T,965084400.0,2000.0,203.0,18.0,13.0,16.0,3.0,20.0,124.0,9.0,51.478585,0.025981,E00007920
83,TW3 1YN,513905,175329,18954812,400000,2013-03-13 00:00,T,1363132800.0,2013.0,409.0,37.0,33.0,43.0,4.0,30.0,205.0,57.0,51.465479,-0.361647,E00013145
84,SL2 1NF,496539,182056,573061,41500,1995-05-26 00:00,T,801442800.0,1995.0,331.0,89.0,57.0,47.0,8.0,28.0,50.0,52.0,51.529172,-0.609718,E00083066
85,NW9 5AJ,521398,190366,14757297,240000,2007-08-31 00:00,T,1188514800.0,2007.0,241.0,35.0,22.0,27.0,4.0,18.0,96.0,39.0,51.599082,-0.248667,E00000757
86,N18 2LG,534702,192273,9953909,205000,2003-09-03 00:00,S,1062543600.0,2003.0,264.0,97.0,34.0,42.0,5.0,20.0,37.0,29.0,51.61317,-0.055966,E00007728
87,UB3 1LQ,509299,180540,1319473,53000,1996-03-29 00:00,F,828057600.0,1996.0,245.0,68.0,43.0,22.0,2.0,18.0,53.0,39.0,51.513214,-0.426329,E00012007
88,UB8 3SW,505895,181317,16089590,185000,2009-02-27 00:00,S,1235692800.0,2009.0,249.0,85.0,36.0,34.0,9.0,22.0,44.0,19.0,51.520873,-0.475173,E00012038
89,SE9 1AQ,543421,174894,750308,175000,1995-05-16 00:00,S,800578800.0,1995.0,313.0,19.0,27.0,47.0,10.0,29.0,171.0,10.0,51.454858,0.062815,E00007983
90,BR8 7XR,551985,169194,1767858,83995,1997-06-27 00:00,S,867366000.0,1997.0,337.0,61.0,53.0,79.0,12.0,39.0,84.0,9.0,51.40142,0.183537,E00124246
91,UB4 0HW,510935,181140,14919310,336000,2007-11-15 00:00,S,1195084800.0,2007.0,385.0,72.0,58.0,40.0,5.0,41.0,108.0,61.0,51.518288,-0.402574,E00011957
92,LU2 8NX,513318,222443,13098079,72500,2006-04-07 00:00,S,1144364400.0,2006.0,290.0,39.0,45.0,50.0,18.0,46.0,85.0,7.0,51.889053,-0.354863,E00119979
93,HA4 8SP,510754,187784,16741475,315000,2010-09-24 00:00,S,1285282800.0,2010.0,247.0,37.0,28.0,44.0,7.0,29.0,96.0,6.0,51.578039,-0.403078,E00012120
94,CR7 6BS,531096,167361,5936032,100000,2000-06-09 00:00,T,960505200.0,2000.0,234.0,55.0,42.0,22.0,2.0,32.0,55.0,26.0,51.390183,-0.117292,E00005905
95,HA9 8NS,518435,187116,13183494,310000,2006-08-14 00:00,S,1155510000.0,2006.0,329.0,45.0,26.0,24.0,6.0,48.0,101.0,79.0,51.570468,-0.292566,E00002806
96,SE4 2NL,536269,176080,18895950,291500,2013-07-19 00:00,F,1374188400.0,2013.0,302.0,29.0,24.0,27.0,3.0,42.0,154.0,23.0,51.46729,-0.039597,E00016894
97,N14 4LB,529440,195295,6282132,305000,2001-05-23 00:00,S,990572400.0,2001.0,242.0,23.0,26.0,43.0,2.0,27.0,96.0,25.0,51.641578,-0.130816,E00007549
98,NW5 4EX,528056,184915,18812185,1235000,2013-04-19 00:00,T,1366326000.0,2013.0,319.0,82.0,48.0,31.0,8.0,44.0,91.0,15.0,51.548604,-0.154562,E00004453
99,SG2 8BB,525578,221692,13715961,140000,2006-01-27 00:00,T,1138320000.0,2006.0,240.0,37.0,39.0,41.0,12.0,29.0,65.0,17.0,51.879661,-0.177039,E00120771
100,SG3 6EA,524639,219470,15832807,187000,2009-11-30 00:00,T,1259539200.0,2009.0,207.0,20.0,31.0,33.0,3.0,32.0,81.0,7.0,51.859867,-0.191433,E00120004
101,BR6 0DT,545382,167346,8479910,370000,2002-07-19 00:00,D,1027033200.0,2002.0,315.0,26.0,33.0,54.0,12.0,31.0,146.0,13.0,51.386544,0.087926,E00003546
102,SG4 8AG,518570,221096,2020500,110000,1997-05-07 00:00,S,862959600.0,1997.0,262.0,32.0,21.0,30.0,5.0,34.0,132.0,8.0,51.875838,-0.279032,E00119973
103,CR8 4JE,530497,160608,13617449,430000,2006-01-20 00:00,D,1137715200.0,2006.0,297.0,30.0,29.0,53.0,5.0,30.0,132.0,18.0,51.329605,-0.128329,E00005121
104,SW9 6EX,531556,177205,11658575,94000,2005-02-28 00:00,F,1109548800.0,2005.0,297.0,61.0,29.0,23.0,6.0,39.0,114.0,25.0,51.47845,-0.106948,E00016072
105,TN3 0EG,554431,139182,21459796,375000,2016-06-16 00:00,T,1466031600.0,2016.0,274.0,15.0,27.0,48.0,1.0,32.0,143.0,8.0,51.13111,0.20558,E00126151
106,SE4 2PB,536079,176002,21301026,422000,2016-11-11 00:00,F,1478822400.0,2016.0,261.0,22.0,19.0,28.0,1.0,38.0,138.0,15.0,51.466634,-0.042361,E00016892
107,E13 0BZ,540310,182982,5195670,62000,2000-11-14 00:00,F,974160000.0,2000.0,315.0,74.0,47.0,35.0,8.0,33.0,74.0,44.0,51.528351,0.021269,E00018117
108,E15 3PN,539828,183836,3262843,71500,1998-04-21 00:00,T,893113200.0,1998.0,332.0,63.0,38.0,26.0,4.0,22.0,135.0,44.0,51.536117,0.014678,E00018334
109,LU1 2NA,508963,221653,7550935,69995,2002-04-26 00:00,F,1019775600.0,2002.0,312.0,50.0,39.0,31.0,2.0,43.0,76.0,71.0,51.88284,-0.418482,E00079832
110,CR0 3JD,531578,166637,8391492,108000,2002-04-12 00:00,T,1018566000.0,2002.0,172.0,32.0,33.0,22.0,3.0,17.0,44.0,21.0,51.383537,-0.110594,E00005054
111,SM2 6SE,525296,163153,17873737,250000,2012-03-23 00:00,T,1332460800.0,2012.0,205.0,17.0,27.0,27.0,9.0,24.0,89.0,12.0,51.353637,-0.20206,E00020602
112,E18 2EE,540209,189756,19438114,445000,2014-06-19 00:00,F,1403132400.0,2014.0,274.0,32.0,33.0,32.0,4.0,34.0,119.0,20.0,51.589218,0.022527,E00018499
113,SE9 3EB,542936,172295,13165950,194995,2006-12-20 00:00,T,1166572800.0,2006.0,242.0,91.0,36.0,44.0,3.0,21.0,36.0,11.0,51.431635,0.054791,E00007958
114,SM2 5SN,525961,162809,4514536,94000,1999-06-01 00:00,F,928191600.0,1999.0,127.0,53.0,18.0,16.0,3.0,7.0,19.0,11.0,51.350408,-0.192637,E00020601
115,W13 9ER,516623,179819,1291605,94000,1996-10-18 00:00,T,845593200.0,1996.0,271.0,18.0,14.0,22.0,3.0,30.0,149.0,35.0,51.50528,-0.32107,E00006877
116,SL4 6JL,494985,178428,21762661,320000,2016-01-19 00:00,S,1453161600.0,2016.0,199.0,48.0,17.0,25.0,8.0,27.0,57.0,17.0,51.496823,-0.633089,E00083650
117,CR8 5EN,532372,158746,19914039,780000,2014-06-03 00:00,D,1401750000.0,2014.0,315.0,31.0,44.0,43.0,11.0,22.0,156.0,8.0,51.312439,-0.102124,E00005339
118,SG1 3RD,523518,225396,965033,60000,1996-07-31 00:00,D,838767600.0,1996.0,304.0,34.0,41.0,48.0,10.0,40.0,112.0,19.0,51.913407,-0.205625,E00120742
119,GU9 9QQ,484798,147465,20287505,313000,2015-03-13 00:00,S,1426204800.0,2015.0,401.0,48.0,32.0,55.0,10.0,66.0,175.0,15.0,51.220085,-0.787158,E00157520
120,AL1 1QD,515131,206737,1350543,84000,1996-11-28 00:00,T,849139200.0,1996.0,246.0,14.0,5.0,15.0,5.0,20.0,178.0,9.0,51.747538,-0.333687,E00120495
121,SL6 6ED,487306,181009,15247776,249950,2008-04-09 00:00,T,1207695600.0,2008.0,254.0,28.0,29.0,24.0,11.0,38.0,111.0,13.0,51.521261,-0.743041,E00083431
122,SM4 4PG,524105,167075,10526480,232000,2004-05-28 00:00,T,1085698800.0,2004.0,324.0,79.0,49.0,42.0,10.0,32.0,79.0,33.0,51.389156,-0.217772,E00017297
123,HP9 1BE,492554,190351,7645140,160000,2002-06-21 00:00,S,1024614000.0,2002.0,261.0,80.0,50.0,35.0,14.0,16.0,51.0,15.0,51.604401,-0.664966,E00089820
124,N16 7TD,533852,185783,319045,105000,1995-07-28 00:00,T,806886000.0,1995.0,228.0,27.0,12.0,22.0,0.0,10.0,137.0,20.0,51.55506,-0.070692,E00009135
125,SW2 2TZ,530924,173935,19366949,430000,2014-01-15 00:00,T,1389744000.0,2014.0,270.0,30.0,29.0,32.0,2.0,25.0,139.0,13.0,51.449219,-0.117253,E00016027
126,N18 2PT,534446,192709,921455,57995,1996-03-22 00:00,T,827452800.0,1996.0,251.0,82.0,36.0,31.0,5.0,23.0,39.0,35.0,51.61714,-0.05948,E00007077
127,TW2 5AW,514599,172764,7169181,149950,2001-10-29 00:00,F,1004313600.0,2001.0,201.0,14.0,13.0,23.0,6.0,18.0,120.0,7.0,51.442536,-0.351784,E00019628
128,HA9 6EZ,519549,184511,5705197,90000,2000-08-10 00:00,S,965862000.0,2000.0,344.0,73.0,26.0,29.0,3.0,39.0,97.0,77.0,51.546894,-0.277439,E00002995
129,AL1 4SZ,516691,207348,20732114,415000,2015-10-08 00:00,T,1444258800.0,2015.0,237.0,9.0,18.0,20.0,1.0,22.0,156.0,11.0,51.75268,-0.310912,E00120237
130,AL4 8AU,518104,213897,10412948,250000,2004-07-07 00:00,T,1089154800.0,2004.0,244.0,31.0,12.0,29.0,10.0,27.0,130.0,5.0,51.81124,-0.288225,E00120602
131,EN5 2PP,524118,195362,11568052,260000,2005-02-28 00:00,S,1109548800.0,2005.0,235.0,47.0,39.0,39.0,9.0,22.0,59.0,20.0,51.64337,-0.207634,E00001419
132,SL4 3QR,495143,176250,12069850,359500,2005-11-21 00:00,F,1132531200.0,2005.0,460.0,39.0,45.0,61.0,10.0,55.0,229.0,21.0,51.477048,-0.631377,E00083562
133,RM2 5AT,552146,188926,1594384,76500,1996-11-18 00:00,S,848275200.0,1996.0,216.0,48.0,43.0,41.0,6.0,18.0,50.0,10.0,51.578692,0.194421,E00011751
134,AL5 1QN,514043,213410,7663752,94000,2002-04-08 00:00,F,1018220400.0,2002.0,182.0,54.0,19.0,24.0,8.0,14.0,54.0,9.0,51.807706,-0.347338,E00120362
135,W14 8BB,524487,179245,7261758,207000,2001-09-17 00:00,F,1000681200.0,2001.0,304.0,26.0,7.0,14.0,1.0,35.0,177.0,44.0,51.498446,-0.208023,E00014376
136,HP5 1QA,496462,200936,17045617,205000,2011-10-07 00:00,T,1317942000.0,2011.0,261.0,47.0,45.0,53.0,15.0,26.0,57.0,18.0,51.69889,-0.605638,E00089767
137,GU4 7HG,502043,151417,9965482,84250,2003-02-14 00:00,S,1045180800.0,2003.0,228.0,55.0,27.0,34.0,6.0,35.0,54.0,17.0,51.252792,-0.539213,E00155392
138,W1J 5PU,528693,180470,6400778,1300000,2001-08-31 00:00,F,999212400.0,2001.0,281.0,45.0,23.0,16.0,0.0,13.0,128.0,56.0,51.508576,-0.146972,E00024109
139,SL3 7GG,500573,177991,11333578,290000,2004-03-31 00:00,S,1080687600.0,2004.0,273.0,22.0,31.0,45.0,1.0,37.0,110.0,27.0,51.49193,-0.552729,E00166704
140,HP9 2DQ,494565,191489,11504984,1070000,2005-07-28 00:00,D,1122505200.0,2005.0,352.0,30.0,18.0,42.0,8.0,30.0,202.0,22.0,51.61448,-0.635177,E00089807
141,NW8 0RE,525981,183503,21402858,416500,2016-02-10 00:00,F,1455062400.0,2016.0,289.0,28.0,15.0,30.0,2.0,25.0,147.0,42.0,51.536381,-0.184977,E00023447
142,N19 4PS,529798,186071,13098316,330000,2006-08-01 00:00,F,1154386800.0,2006.0,309.0,31.0,18.0,26.0,0.0,22.0,200.0,12.0,51.558595,-0.129027,E00013802
143,IG1 1DU,543968,186218,16315323,84000,2010-08-25 00:00,F,1282690800.0,2010.0,298.0,77.0,33.0,28.0,5.0,21.0,83.0,51.0,51.556481,0.075301,E00018554
144,EN4 8TE,527093,195318,14396949,330000,2007-12-14 00:00,T,1197590400.0,2007.0,271.0,43.0,36.0,43.0,10.0,28.0,91.0,20.0,51.64231,-0.164678,E00000855
